Código Unb;Armazém;Código Região;Id Catálogo;Nome Catálogo;Código;Descrição;Ativo;Item Geral;Geral para regiões;Retornável;Descartavel;Camadas;Quantidade Palete;Quantidade Palete Dúzia;Fator;Código embalagem;Código tipo embalagem;Embalagem;Grupo;Subgrupo;Embalagem/Tipo produto;Altura do palete;Quantidade de Lastros/Camadas;Largura do item;Altura do item;Comprimento do item;Peso bruto do item;Base palete;Topo Palete;Barril;Água/Isotônico;Tipo Caixa;Quantidade de unidades por caixa;Fator14;Quantidade14;Fator21;Quantidade21;Fator28;Quantidade28;Fator35;Quantidade35;Fator42;Quantidade42;Código subtipo;Descrição subtipo;Ocupação extra;Pré-picking Marketplace
;;;2.0;Brasil;27688;BETANIA LEITE EM PO INTEGRAL SACO AL. 200G FD 20;True;True;False;False;True;10;50;190;50.0;303.0;39.0;SACO ALUMINIZADO 200;2.0;1.0;303 - SACO ALUMINIZADO 200 (Tipo: 39 - LEITE E LATICINIOS);1.5;5;36.0;23.0;20.0;4.14;False;False;False;False;;;0.4444;63.0;0.4421;95.0;0.4444;126.0;0.443;158.0;0.4421;190.0;173.0;LEITE EM PO DE TERCEIROS;False;False
;;;2.0;Brasil;27690;BETANIA LEITE EM PO INTEGRAL SACO AL. 800G CX 12;True;True;False;False;True;0;0;80;0.0;;;;;;;0.0;0;0.0;0.0;0.0;9.8;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;173.0;LEITE EM PO DE TERCEIROS;False;False
;;;2.0;Brasil;27691;BALLANTINES 12 ANOS GFA VD 750 ML;True;True;False;False;True;0;0;0;0.0;331.0;41.0;GFA VD 750 ML;4.0;1.0;331 - GFA VD 750 ML (Tipo: 41 - WHISKY);0.0;0;0.0;0.0;0.0;1.35;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.0;WHISKY DE TERCEIROS;False;False
;;;2.0;Brasil;27692;PARATINI COQUETEL ALCOOLICO TINTO GARRAFA VIDRO 90;True;True;False;False;True;0;0;660;0.0;205.0;63.0;GARRAFA VD 900ML OW;4.0;1.0;205 - GARRAFA VD 900ML OW (Tipo: 63 - SANGRIAS E COQUETEIS);0.0;0;0.0;0.0;0.0;1.5;False;False;False;False;;;0.1273;220.0;0.1273;330.0;0.1273;440.0;0.1273;550.0;0.1273;660.0;119.0;SANGRIAS E COQUETEIS DE TERCEI;False;False
;;;2.0;Brasil;27694;PARATINI COQUETEL ALCOOLICO BRANCO GARRAFA VIDRO 9;True;True;False;False;True;0;0;660;0.0;205.0;63.0;GARRAFA VD 900ML OW;4.0;1.0;205 - GARRAFA VD 900ML OW (Tipo: 63 - SANGRIAS E COQUETEIS);0.0;0;0.0;0.0;0.0;1.51;False;False;False;False;;;0.1273;220.0;0.1273;330.0;0.1273;440.0;0.1273;550.0;0.1273;660.0;119.0;SANGRIAS E COQUETEIS DE TERCEI;False;False
;;;2.0;Brasil;27695;TUO SUCO DE UVA TETRA PAK 1 L CX C/12;True;True;False;False;True;0;0;0;0.0;207.0;86.0;TETRA PAK 1L;2.0;1.0;207 - TETRA PAK 1L (Tipo: 86 - AGUAS E SUCOS);0.0;0;0.0;0.0;0.0;12.36;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97.0;SUCO INTEGRAL DE TERCEIROS;False;False
;;;2.0;Brasil;27697;WHATSNACK SALGADINHO PRESUNTO PCT 25G FD/10;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.28;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;190.0;SALGADINHOS DE TERCEIROS;False;False
;;;2.0;Brasil;27699;TUO NECTAR DE UVA TETRA PAK 200 ML CX C/24;True;True;False;False;True;0;0;170;0.0;292.0;62.0;TETRA PAK 200ML;2.0;1.0;292 - TETRA PAK 200ML (Tipo: 62 - REFRESCOS E OUTRAS B);0.0;0;0.0;0.0;0.0;5.04;False;False;False;False;;;0.5;56.0;0.4941;85.0;0.4956;113.0;0.4965;141.0;0.4941;170.0;164.0;SUCO NECTAR DE TERCEIROS;False;False
;;;2.0;Brasil;27701;TUO NECTAR DE LARANJA TETRA PAK 1 L CX C/12;True;True;False;False;True;0;0;0;0.0;207.0;86.0;TETRA PAK 1L;2.0;1.0;207 - TETRA PAK 1L (Tipo: 86 - AGUAS E SUCOS);0.0;0;0.0;0.0;0.0;12.36;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;164.0;SUCO NECTAR DE TERCEIROS;False;False
;;1001;11.0;SAZ - Paraguay;27703;LECHE ENTERA UAT LA FORTUNA X12 1L;True;False;True;False;False;5;60;60;12.0;7001.0;7001.0;MKTP;7000.0;7001.0;7001 - MKTP (Tipo: 7001 - MKTP);1.0;12;1.0;1.0;1.0;1.0;False;True;False;False;;;2.3333;12.0;1.75;24.0;1.5556;36.0;1.4583;48.0;1.4;60.0;;;False;False
;;1001;11.0;SAZ - Paraguay;27704;BEBIDA LACTEA SEMI DESCREMADA LA FORTUNA X 12 1L;True;False;True;False;False;5;60;60;12.0;7001.0;7001.0;MKTP;7000.0;7001.0;7001 - MKTP (Tipo: 7001 - MKTP);1.0;12;1.0;1.0;1.0;1.0;False;True;False;False;;;2.3333;12.0;1.75;24.0;1.5556;36.0;1.4583;48.0;1.4;60.0;;;False;False
;;;2.0;Brasil;27704;MIKES HARD LEMONADE PITAIA N LONG NECK 275ML SIX P;True;True;False;False;True;7;91;91;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.54;13;23.62;21.86;35.38;11.5;False;False;False;False;;;0.9333;30.0;0.9333;45.0;0.9333;60.0;0.9333;75.0;0.9231;91.0;;;False;False
763;CDD-Araraquara ;;2.0;Brasil;27704;MIKES HARD LEMONADE PITAIA N LONG NECK 275ML SIX P;True;False;False;False;False;7;91;91;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.54;13;23.62;21.86;35.38;11.5;False;True;False;False;;;0.9333;30.0;0.9333;45.0;0.9333;60.0;0.9333;75.0;0.9231;91.0;;;False;False
538;CDD-Jacarepaguá;;2.0;Brasil;27704;MIKES HARD LEMONADE PITAIA N LONG NECK 275ML SIX P;True;False;False;False;True;7;91;91;24.0;3000.0;3000.0;Long Neck ;30.0;3000.0;3000 - Long Neck  (Tipo: 3000 - Long Neck );1.54;13;23.62;21.86;35.38;11.5;False;False;False;False;;;0.9333;30.0;0.9333;45.0;0.9333;60.0;0.9333;75.0;0.9231;91.0;;;False;False
;;;2.0;Brasil;27706;TUO SUCO DE UVA TETRA PAK 200 ML CX C/24;True;True;False;False;True;0;0;170;0.0;292.0;62.0;TETRA PAK 200ML;2.0;1.0;292 - TETRA PAK 200ML (Tipo: 62 - REFRESCOS E OUTRAS B);0.0;0;0.0;0.0;0.0;5.04;False;False;False;False;;;0.5;56.0;0.4941;85.0;0.4956;113.0;0.4965;141.0;0.4941;170.0;97.0;SUCO INTEGRAL DE TERCEIROS;False;False
;;;2.0;Brasil;27708;BALY ENERGETICO CRANBERRY LATA AL. 473ML FD C6;True;True;False;False;True;0;0;315;0.0;38.0;1.0;LATA 473;2.0;4.0;38 - LATA 473 (Tipo: 1 - CERVEJA             );0.0;0;0.0;0.0;0.0;3.14;False;False;False;False;;;0.27;105.0;0.27;157.0;0.27;210.0;0.27;262.0;0.27;315.0;257.0;ENERGETICO MKT PLACE DE TERCEI;False;False
;;;2.0;Brasil;27710;BALY ENERGETICO COCO E ACAI GARRAFA PET 2L CX6;True;True;False;False;True;0;0;80;0.0;;;;;;;0.0;0;0.0;0.0;0.0;13.11;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;257.0;ENERGETICO MKT PLACE DE TERCEI;False;False
;;1001;11.0;SAZ - Paraguay;27710;FORTIN ET NEGRA PET X12 200CC;True;False;True;False;False;10;440;440;12.0;7001.0;7001.0;MKTP;7000.0;7001.0;7001 - MKTP (Tipo: 7001 - MKTP);1.0;44;1.0;1.0;1.0;1.0;False;True;False;False;;;0.1061;264.0;0.1364;308.0;0.1591;352.0;0.1768;396.0;0.1909;440.0;;;False;False
;;1000;12.0;SAZ - Bolivia;27711;BRAHMA CAN X12 354CC;True;False;True;False;True;12;240;240;12.0;2100.0;2100.0;CAN 330n;7.0;2100.0;2100 - CAN 330n (Tipo: 2100 - CAN 330n);1.0;20;1.0;1.0;1.0;4.5;False;False;False;False;;;0.175;160.0;0.2333;180.0;0.28;200.0;0.2917;240.0;0.35;240.0;;;False;False
;;;2.0;Brasil;27712;BALY ENERGETICO GARRAFA PET 2L CX6;True;True;False;False;True;0;0;80;0.0;;;;;;;0.0;0;0.0;0.0;0.0;13.11;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;257.0;ENERGETICO MKT PLACE DE TERCEI;False;False
;;1000;12.0;SAZ - Bolivia;27713;BOCK CAN X12 473CC;True;False;True;False;True;10;200;200;12.0;2200.0;2200.0;CAN 440n;7.0;2200.0;2200 - CAN 440n (Tipo: 2200 - CAN 440n);1.0;20;1.0;1.0;1.0;6.0;False;False;False;False;;;0.2333;120.0;0.3;140.0;0.35;160.0;0.35;200.0;0.42;200.0;;;False;False
;;1000;12.0;SAZ - Bolivia;27714;PACENA SIN ALCOHOL CAN X12 354CC;True;False;True;False;True;12;240;240;12.0;2100.0;2100.0;CAN 330n;7.0;2100.0;2100 - CAN 330n (Tipo: 2100 - CAN 330n);1.0;20;1.0;1.0;1.0;4.5;False;False;False;False;;;0.175;160.0;0.2333;180.0;0.28;200.0;0.2917;240.0;0.35;240.0;;;False;False
;;;2.0;Brasil;27714;BALY ENERGETICO FRUTAS TROPICAIS GARRAFA PET 2L CX;True;True;False;False;True;0;0;80;0.0;;;;;;;0.0;0;0.0;0.0;0.0;13.11;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;257.0;ENERGETICO MKT PLACE DE TERCEI;False;False
;;;2.0;Brasil;27716;BALY ENERGETICO ACAI GARRAFA PET 2L CX6;True;True;False;False;True;0;0;80;0.0;;;;;;;0.0;0;0.0;0.0;0.0;13.11;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;257.0;ENERGETICO MKT PLACE DE TERCEI;False;False
;;;2.0;Brasil;27720;BALY ENERGETICO TANGERINA LATA AL. 473ML FD C6;True;True;False;False;True;0;0;315;0.0;38.0;1.0;LATA 473;2.0;4.0;38 - LATA 473 (Tipo: 1 - CERVEJA             );0.0;0;0.0;0.0;0.0;3.14;False;False;False;False;;;0.27;105.0;0.27;157.0;0.27;210.0;0.27;262.0;0.27;315.0;257.0;ENERGETICO MKT PLACE DE TERCEI;False;False
;;;2.0;Brasil;27721;FRESHMENTA LICOR FINO GARRAFA PET 900ML;True;True;False;False;True;0;0;396;0.0;;;;;;;0.0;0;0.0;0.0;0.0;1.67;False;False;False;False;;;0.21;132.0;0.21;198.0;0.21;264.0;0.21;330.0;0.21;396.0;112.0;LICOR DE TERCEIROS;False;False
;;;2.0;Brasil;27722;STELLA ARTOIS LONG NECK 330ML SP SH C4 EXP UR;True;True;False;False;True;0;0;0;0.0;20.0;1.0;LONG-NECK;4.0;1.0;20 - LONG-NECK (Tipo: 1 - CERVEJA);0.0;0;0.0;0.0;0.0;13.1;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;CERVEJA COM ALCOOL;False;False
;;;2.0;Brasil;27724;BALY ENERGETICO PITAYA LATA AL. 473ML FD C6;True;True;False;False;True;0;0;315;0.0;38.0;1.0;LATA 473;2.0;4.0;38 - LATA 473 (Tipo: 1 - CERVEJA             );0.0;0;0.0;0.0;0.0;3.14;False;False;False;False;;;0.27;105.0;0.27;157.0;0.27;210.0;0.27;262.0;0.27;315.0;257.0;ENERGETICO MKT PLACE DE TERCEI;False;False
;;;2.0;Brasil;27729;BALY ENERGETICO COCO E ACAI LATA AL. 473ML FD C6;True;True;False;False;True;0;0;315;0.0;38.0;1.0;LATA 473;2.0;4.0;38 - LATA 473 (Tipo: 1 - CERVEJA             );0.0;0;0.0;0.0;0.0;3.14;False;False;False;False;;;0.27;105.0;0.27;157.0;0.27;210.0;0.27;262.0;0.27;315.0;257.0;ENERGETICO MKT PLACE DE TERCEI;False;False
;;1001;11.0;SAZ - Paraguay;27729;ARROZ BLANCO AZUL TIO NICO X10 500G;True;False;True;False;False;7;315;315;10.0;7001.0;7001.0;MKTP;7000.0;7001.0;7001 - MKTP (Tipo: 7001 - MKTP);1.0;45;1.0;1.0;1.0;1.0;False;True;False;False;;;0.2074;135.0;0.2333;180.0;0.2489;225.0;0.2593;270.0;0.2667;315.0;;;False;False
;;1001;11.0;SAZ - Paraguay;27730;ARROZ BLANCO ROJO TIO NICO X10 1KG;True;False;True;False;False;12;160;160;10.0;7001.0;7001.0;MKTP;7000.0;7001.0;7001 - MKTP (Tipo: 7001 - MKTP);1.0;13;1.0;1.0;1.0;1.0;False;True;False;False;;;0.2593;108.0;0.3471;121.0;0.4179;134.0;0.4762;147.0;0.525;160.0;;;False;False
;;;2.0;Brasil;27730;STELLA ARTOIS BIB 6L NPAL EXPORTACAO EUA;True;True;False;False;True;6;90;90;1.0;20000.0;20000.0;Bag / BIB;200.0;20000.0;20000 - Bag / BIB (Tipo: 20000 - Bag / BIB);1.5;18;0.2;0.5;0.3;6.6;False;False;False;False;;;1.5556;18.0;1.1667;36.0;1.037;54.0;0.9722;72.0;0.9333;90.0;;;False;False
;;1001;11.0;SAZ - Paraguay;27731;ARROZ BLANCO ROJO TIO NICO X10 500G;True;False;True;False;False;7;315;315;10.0;7001.0;7001.0;MKTP;7000.0;7001.0;7001 - MKTP (Tipo: 7001 - MKTP);1.0;45;1.0;1.0;1.0;1.0;False;True;False;False;;;0.2074;135.0;0.2333;180.0;0.2489;225.0;0.2593;270.0;0.2667;315.0;;;False;False
;;1001;11.0;SAZ - Paraguay;27732;ARROZ BLANCO ROJO TIO NICO X20 250G;True;False;True;False;False;9;315;315;20.0;7001.0;7001.0;MKTP;7000.0;7001.0;7001 - MKTP (Tipo: 7001 - MKTP);1.0;35;1.0;1.0;1.0;1.0;False;True;False;False;;;0.16;175.0;0.2;210.0;0.2286;245.0;0.25;280.0;0.2667;315.0;;;False;False
;;;2.0;Brasil;27732;BALY ENERGETICO CRANBERRY GARRAFA PET 2L CX6;True;True;False;False;True;0;0;80;0.0;;;;;;;0.0;0;0.0;0.0;0.0;13.11;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;257.0;ENERGETICO MKT PLACE DE TERCEI;False;False
;;;2.0;Brasil;27734;BALY ENERGETICO MACA VERDE GARRAFA PET 2L CX6;True;True;False;False;True;0;0;80;0.0;;;;;;;0.0;0;0.0;0.0;0.0;13.11;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;257.0;ENERGETICO MKT PLACE DE TERCEI;False;False
;;1001;11.0;SAZ - Paraguay;27734;PILSEN ANIVERSARIO ED. LIM CAN X12 355CC;True;False;True;False;True;9;252;252;12.0;4400.0;4400.0;CAN 269/310/350/354/355;440.0;4400.0;4400 - CAN 269/310/350/354/355 (Tipo: 4400 - CAN 269/310/350/354/355);1.0;28;1.0;1.0;1.0;1.0;False;False;False;False;;;0.2;140.0;0.25;168.0;0.2857;196.0;0.3125;224.0;0.3333;252.0;;;False;False
;;;2.0;Brasil;27736;BALY ENERGETICO MELANCIA GARRAFA PET 2L CX6;True;True;False;False;True;0;0;80;0.0;;;;;;;0.0;0;0.0;0.0;0.0;13.11;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;257.0;ENERGETICO MKT PLACE DE TERCEI;False;False
;;1001;11.0;SAZ - Paraguay;27737;PILSEN ANIVERSARIO ED LIM RET X24 340CC;True;False;True;True;False;5;60;60;24.0;151.0;151.0;RET 340 ml;15.0;151.0;151 - RET 340 ml (Tipo: 151 - RET 340 ml);1.0;12;1.0;1.0;1.0;1.0;False;False;False;False;;;2.3333;12.0;1.75;24.0;1.5556;36.0;1.4583;48.0;1.4;60.0;;;False;False
;;1001;11.0;SAZ - Paraguay;27738;Nescafe Tradicion Tira 1 Pack x 8 UN x 8 GR;True;False;True;False;False;10;2520;2520;8.0;7001.0;7001.0;MKTP;7000.0;7001.0;7001 - MKTP (Tipo: 7001 - MKTP);1.0;252;3.0;32.0;21.0;0.01;False;True;False;False;Caixa vazada;;0.0185;1512.0;0.0238;1764.0;0.0278;2016.0;0.0309;2268.0;0.0333;2520.0;80.0;WHISKY DE TERCEIROS;False;False
;;;2.0;Brasil;27738;BALY ENERGETICO PITAYA GARRAFA PET 2L CX6;True;True;False;False;True;0;0;80;0.0;;;;;;;0.0;0;0.0;0.0;0.0;13.11;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;257.0;ENERGETICO MKT PLACE DE TERCEI;False;False
;;;2.0;Brasil;27739;SEGREDO DA CHACARA CACHACA MINEIRA OURO GARRAFA VI;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;1.42;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.0;CACHACA DE TERCEIROS;False;False
;;;2.0;Brasil;27740;SEGREDO DA CHACARA CACHACA MINEIRA GARRAFA VIDRO 9;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;1.43;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.0;CACHACA DE TERCEIROS;False;False
;;2200;10.0;SAZ - Argentina;27740;Barril Goose HAZI IPA 20L Euro;True;False;True;False;False;4;24;24;3.5;6011.0;6011.0;BARRIL EURO;60.0;601.0;6011 - BARRIL EURO (Tipo: 6011 - BARRIL EURO);1.0;6;1.0;1.0;1.0;1.0;False;False;True;False;;;28.0;1.0;42.0;1.0;56.0;1.0;70.0;1.0;3.5;24.0;;;False;False
19;CD Tucuman;;10.0;SAZ - Argentina;27740;Barril Goose HAZI IPA 20L Euro;True;False;True;False;False;3;18;18;1.0;6011.0;6011.0;BARRIL EURO;60.0;601.0;6011 - BARRIL EURO (Tipo: 6011 - BARRIL EURO);1.0;6;1.0;1.0;1.0;1.0;False;False;True;False;;;1.5556;18.0;2.3333;18.0;3.1111;18.0;3.8889;18.0;4.6667;18.0;;;False;False
;;1001;11.0;SAZ - Paraguay;27743;PILSEN EXTRA CERRO CAN X6 269CC;True;False;True;False;True;12;624;624;6.0;4400.0;4400.0;CAN 269/310/350/354/355;440.0;4400.0;4400 - CAN 269/310/350/354/355 (Tipo: 4400 - CAN 269/310/350/354/355);1.0;52;1.0;1.0;1.0;1.0;False;False;False;False;;;0.0673;416.0;0.0897;468.0;0.1077;520.0;0.1224;572.0;0.1346;624.0;;;False;False
;;;2.0;Brasil;27743;BALY ENERGETICO SUMMER LOKO GARRAFA PET 2L CX6;True;True;False;False;True;0;0;80;0.0;;;;;;;0.0;0;0.0;0.0;0.0;13.11;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;257.0;ENERGETICO MKT PLACE DE TERCEI;False;False
;;;2.0;Brasil;27745;BALY ENERGETICO TANGERINA GARRAFA PET 2L CX6;True;True;False;False;True;0;0;80;0.0;;;;;;;0.0;0;0.0;0.0;0.0;13.11;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;257.0;ENERGETICO MKT PLACE DE TERCEI;False;False
;;;2.0;Brasil;27746;KIT PITU CAIPIRINHA 1GFVD 965ML +2LT350ML +1CP + 1;True;True;False;False;True;0;0;120;0.0;;;;;;;0.0;0;0.0;0.0;0.0;2.2;False;False;False;False;;;0.7;40.0;0.7;60.0;0.7;80.0;0.7;100.0;0.7;120.0;94.0;CACHACA DE TERCEIROS;False;False
;;;2.0;Brasil;27747;KIT SELETA OURO E SELETA PRATA 2 GFA VD 700ML + 1 ;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;2.6;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;94.0;CACHACA DE TERCEIROS;False;False
;;;2.0;Brasil;27748;CHOPEIRA BRAHMEIRA DUPLO MALTE 1 UN DE CHOPEIRA;True;True;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;9.3;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;254.0;CHOPEIRA;False;False
;;;2.0;Brasil;27750;BECKS N LT SLEEK 350ML C8 CX CARTAO EXPORTACAO URU;True;True;False;False;True;0;0;0;0.0;187.0;1.0;LATA SLEEK 350ML;2.0;1.0;187 - LATA SLEEK 350ML (Tipo: 1 - CERVEJA);0.0;0;0.0;0.0;0.0;3.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;CERVEJA COM ALCOOL;False;False
;;;2.0;Brasil;27752;BALY ENERGETICO TANGERINA LATA DE ALUMINIO 250ML C;True;True;False;False;True;0;0;468;0.0;;;;;;;0.0;0;0.0;0.0;0.0;1.98;False;False;False;False;;;0.18;156.0;0.18;234.0;0.18;312.0;0.18;390.0;0.18;468.0;257.0;ENERGETICO MKT PLACE DE TERCEI;False;False
;;;2.0;Brasil;27754;DAFRUTA REFRESCO SABOR. UVA MACA TETRA PAK 1 L CX ;True;True;False;False;True;5;85;85;12.0;207.0;62.0;TETRA PAK 1L;2.0;1.0;207 - TETRA PAK 1L (Tipo: 62 - REFRESCOS E OUTRAS B);1.8;17;28.6;33.72;38.0;13.2;False;False;False;False;;;1.0;28.0;1.0;42.0;1.0;56.0;1.0;70.0;0.9882;85.0;;;False;False
;;;2.0;Brasil;27756;KICALDO FARINHA BR FINA SECA PCT 1KG FD C/10;True;True;False;False;True;0;0;0;0.0;237.0;65.0;PACOTE 1KG;10.0;1.0;237 - PACOTE 1KG (Tipo: 65 - ARROZ);0.0;0;0.0;0.0;0.0;10.38;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;239.0;FARINHA DE MANDIOCA DE TERCEIR;False;False
;;;2.0;Brasil;27757;ALIMENTOS LOPES MIX PAO DE QUEIJO PACOTE 25 KG;True;True;False;False;True;0;0;50;0.0;;;;;;;0.0;0;0.0;0.0;0.0;25.33;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;197.0;AMIDOS E FECULAS DE TERCEIROS;False;False
;;;2.0;Brasil;27758;GALIOTTO VINHO TINTO SUAVE GFA VD 750 ML;True;True;False;False;True;0;0;960;0.0;331.0;43.0;GFA VD 750 ML;4.0;1.0;331 - GFA VD 750 ML (Tipo: 43 - VINHO);0.0;0;0.0;0.0;0.0;1.17;False;False;False;False;;;0.0875;320.0;0.0875;480.0;0.0875;640.0;0.0875;800.0;0.0875;960.0;82.0;VINHO DE TERCEIROS;False;False
;;;2.0;Brasil;27759;GALIOTTO VINHO TINTO SECO GFA VD 750 ML;True;True;False;False;True;0;0;960;0.0;331.0;43.0;GFA VD 750 ML;4.0;1.0;331 - GFA VD 750 ML (Tipo: 43 - VINHO);0.0;0;0.0;0.0;0.0;1.17;False;False;False;False;;;0.0875;320.0;0.0875;480.0;0.0875;640.0;0.0875;800.0;0.0875;960.0;82.0;VINHO DE TERCEIROS;False;False
;;;2.0;Brasil;27761;DAFRUTA REFRESCO SABOR. MACA E MARAC TETRA PAK 1 L;True;True;False;False;True;0;0;85;0.0;207.0;62.0;TETRA PAK 1L;2.0;1.0;207 - TETRA PAK 1L (Tipo: 62 - REFRESCOS E OUTRAS B);0.0;0;0.0;0.0;0.0;13.2;False;False;False;False;;;1.0;28.0;1.0;42.0;1.0;56.0;1.0;70.0;0.99;85.0;;;False;False
;;;2.0;Brasil;27762;GALIOTTO VINHO TINTO SUAVE GARRAFA VIDRO 2 L;True;True;False;False;True;0;0;52;0.0;;;;;;;0.0;0;0.0;0.0;0.0;3.08;False;False;False;False;;;1.65;17.0;1.62;26.0;1.65;34.0;1.63;43.0;1.62;52.0;82.0;VINHO DE TERCEIROS;False;False
;;;2.0;Brasil;27764;DAFRUTA REFRESCO SABOR. LARANJA E MACA TETRA PAK 1;True;True;False;False;True;5;85;85;12.0;207.0;62.0;TETRA PAK 1L;2.0;1.0;207 - TETRA PAK 1L (Tipo: 62 - REFRESCOS E OUTRAS B);1.8;17;28.6;33.72;38.0;13.2;False;False;False;False;;;1.0;28.0;1.0;42.0;1.0;56.0;1.0;70.0;0.9882;85.0;;;False;False
;;;2.0;Brasil;27765;CERVEGELA PLASTICA BRAHMA 1 UN P/ GFA 600ML CX C/9;True;True;False;False;True;0;0;120;0.0;255.0;56.0;CERVEGELA PLASTICA;12.0;1.0;255 - CERVEGELA PLASTICA (Tipo: 56 - CERVEGELA PLASTICA);0.0;0;0.0;0.0;0.0;1.26;False;False;False;False;;;0.7;40.0;0.7;60.0;0.7;80.0;0.7;100.0;0.7;120.0;149.0;CERVEGELA PLASTICA DE TERCEIRO;False;False
;;;2.0;Brasil;27768;STELLA ARTOIS SEM GLUTEN LONG NECK 330ML SIX PACK ;True;False;False;False;True;0;0;0;0.0;;;;;;;0.0;0;0.0;0.0;0.0;0.0;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;False;False
;;;2.0;Brasil;27769;CERVEGELA PLASTICA SKOL 1 UN P/ GFA 600ML CX C/9;True;True;False;False;True;0;0;120;0.0;255.0;56.0;CERVEGELA PLASTICA;12.0;1.0;255 - CERVEGELA PLASTICA (Tipo: 56 - CERVEGELA PLASTICA);0.0;0;0.0;0.0;0.0;1.26;False;False;False;False;;;0.7;40.0;0.7;60.0;0.7;80.0;0.7;100.0;0.7;120.0;149.0;CERVEGELA PLASTICA DE TERCEIRO;False;False
;;;2.0;Brasil;27770;CERVEGELA PLASTICA ANTARCTICA 1 UN C/9;True;True;False;False;True;0;0;0;0.0;255.0;56.0;CERVEGELA PLASTICA;12.0;1.0;255 - CERVEGELA PLASTICA (Tipo: 56 - CERVEGELA PLASTICA);0.0;0;0.0;0.0;0.0;1.62;False;False;False;False;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;149.0;CERVEGELA PLASTICA DE TERCEIRO;False;False
;;1001;11.0;SAZ - Paraguay;27770;BIC MAQ DE AFEITAR 1 BLIST X24 UN;True;False;True;False;False;5;480;480;24.0;7001.0;7001.0;MKTP;7000.0;7001.0;7001 - MKTP (Tipo: 7001 - MKTP);1.0;96;20.0;18.6;6.0;0.6;False;True;False;False;Caixa vazada;;0.2917;96.0;0.2188;192.0;0.1944;288.0;0.1823;384.0;0.175;480.0;80.0;WHISKY DE TERCEIROS;False;False
;;1001;11.0;SAZ - Paraguay;27771;ENCENDEDOR BIC MAXI J6 X12 UN;True;False;True;False;False;7;1694;1694;12.0;7001.0;7001.0;MKTP;7000.0;7001.0;7001 - MKTP (Tipo: 7001 - MKTP);1.0;242;23.0;26.0;1.0;0.02;False;True;False;False;Caixa vazada;;0.0386;726.0;0.0434;968.0;0.0463;1210.0;0.0482;1452.0;0.0496;1694.0;;;False;False
