Descrição;Descrição Reduzida;Código;Código Reduzido;Controle de Lote;Controle de Data de Expiração;Solicita Data de Fabricação;Vida Útil;Janela de Expiração;Peso;Item de Conversão;Chapatex;Palete;Tipo;Classificação;Nome da classe do produto;Nome do Armazém;Nome do Catálogo;Ativo;Código de barras;Curva;Largura;Altura;Comprimento;Porcentagem Mínima de Vida Útil;Porcentagem de pré-bloqueio
CHOPP COLORADO TROPICANA BARRIL KEG 30L NPAL;CHOPP COLORADO TROPICANA BARRIL KEG 30L NPAL;19744;19744;False;True;False;;;32,0099983215332;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
STELLA ARTOIS 600 ML;"STELLA  600 ML ";20530;20530;False;True;False;;;27,100000381469727;False;False;False;Retornável;Produto Acabado;RGB - Piloto;;Brasil;True;7891991295109;;;;;;
REFRIGERADORFast lane AS Skol 220V;REFRIGERADORFast lane AS Skol 220V;155448;155448;False;True;False;;;;False;False;False;Descartável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
PIT STOPM40;PIT STOPM40;242044;242044;False;True;False;;10;;False;False;False;Retornável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
BOHEMIA 14 WEISS BARRIL KEG 30L CERV;BOHEMIA 14 WEISS BARRIL KEG 30L CERV;15352;15352;False;True;False;;10;45;False;False;False;Retornável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
PIT STOP ACM PS40;PIT STOP ACM PS40;658690;658690;False;True;False;;0;0;False;False;False;Retornável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
"POLAR NORMAL PVISOR 220v ";"POLAR NORMAL PVISOR 220v ";206104;206104;False;True;False;;0;0;False;False;False;Retornável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
REFRIGERADORVERMETALFRIO/VN28RORIGINAL;REFRIGERADORVERMETALFRIO/VN28RORIGINAL;698031;698031;False;True;False;;;;False;False;False;Descartável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CHOPP WALS SESSION BARRIL KEG 50L NPAL;CHWSSES KEG50NP;15885;15885;False;True;False;;;53,349998474121094;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;7898622963642;;;;;;
REFRIGERADOR MILLER LATA S/ESPECIF.;REFRIGERADOR MILLER LATA S/ESPECIF.;118781;118781;False;True;False;;0;0;False;False;False;Descartável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
Visa Pepsi Triplo 220Vgo60Hz;Visa Pepsi Triplo 220Vgo60Hz;256871;256871;False;True;False;;;;False;False;False;Retornável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
ANTARCTICA PILSEN GFA RGB 300ML CX PAP SH C/6 MULT;AP GR300CPS6 MP;22923;22923;False;True;False;;;3,740000009536743;False;False;False;Descartável;Produto Acabado;RGB - Piloto;;Brasil;True;;;;;;;
"GUARANA CHP ANTARCTICA 100% NATURAL LT 260ML SH C ";GUARANA NATU LT 260ML;20717;20717;False;True;False;;1;4,25;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
Gpo ENVASE MONTEJO 24/355 ML;Gpo ENVASE MONTEJO 24/355 ML;55000716;55000716;False;True;False;;;1;False;False;False;Retornável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CHOPP SKOL CLARO BARRIL KEG 50L;CHP SK CL KEG50;830;830;False;True;False;;;53,349998474121094;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
GONDOLAAC CARB PINT ELETRALT 22000MM;GONDOLAAC CARB PINT ELETRALT 22000MM;626522;626522;False;True;False;;;;False;False;False;Retornável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
Gpo ENV NM DIVISION 12/355 ML NVO;Gpo ENV NM DIVISION 12/355 ML NVO;55000932;55000932;False;True;False;;;1;False;False;False;Retornável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CHOPP WALS INHOTIM WALKERIANA BARRIL KEG 30L NPAL;CHWSIW KEG30NP;17994;17994;False;True;False;;;45;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
CHOPP WALS HALLOWEEN TRICKS BARRIL KEG 30L NPAL;CHWLHA KEG30NP;16462;16462;False;True;False;;;45;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
PRE RESFRIADOR POST MIXBALCAO110go220 V;PRE RESFRIADOR POST MIXBALCAO110go220 V;191371;191371;False;True;False;;;;False;False;False;Retornável;Chopeira;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
X WALS ONE WAY 600ML CX C/12 ARTE;O.W. 600ml X-WALS;14113;14113;False;True;False;;1;12;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
CHOPP WALS SAISON D ALLIANCE BARRIL KEG 30L NPAL;CHWSSAIALL KEG3;15882;15882;False;True;False;;;45;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
GOOSE ISLAND BOUR STOU BARRIL KEG 19 5L 2018;GOOSE ISLAND BOUR STOU BARRIL KEG 19 5L 2018;18653;18653;False;True;False;;1;20,805999755859375;False;False;False;Retornável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
BOHEMIA AURA LAGER BARRIL KEG 30L CERV;BOHEMIA AURA BARRIL KEG 30L;15379;15379;False;True;False;;10;45;False;False;False;Retornável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
CHOPP COLORADO MURICA BARRIL KEG 30L NPAL;CHOPP COLORADO MURICA BARRIL KEG 30L NPAL;16992;16992;False;True;False;;;45;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
B. FRESH 110V;B. FRESH 110V;186712;186712;False;True;False;;;;False;False;False;Descartável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
Gpo ENVASE CORONA LG 24/355 ML;Gpo ENVASE CORONA LG 24/355 ML;55002513;55002513;False;True;False;;;1;False;False;False;Retornável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
REFRIGERADOR STELLA ARTOIS  SAHARA VERTI;REFRIGERADOR STELLA ARTOIS  SAHARA VERTI;194272;194272;False;True;False;;0;0;False;False;False;Descartável;AG;TST - Ativo de Giro;;Brasil;False;;;;;;30;
VISA COOLERNANCMINI110-220-VISA CO;VISA COOLERNANCMINI110-220-VISA CO;118743;118743;False;True;False;;;;False;False;False;Retornável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
REFRIGERADOR MILLER NORMAL 220W;REFRIGERADOR MILLER NORMAL 220W;118774;118774;False;True;False;;0;0;False;False;False;Descartável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CHOPP WALS ICI 03 BARRIL KEG 30L NPAL;CHWSICI03 KEG30;17288;17288;False;True;False;;;45;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
POST MIXIDC 300;POST MIXIDC 300;248158;248158;False;True;False;;;;False;False;False;Retornável;Chopeira;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
Refrigerador Gatorade Normal220vVB65R;Refrigerador Gatorade Normal220vVB65R;177876;177876;False;True;False;;;;False;False;False;Descartável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
REFRIGERADORORIGINALVISORDEVIDRONOR;REFRIGERADORORIGINALVISORDEVIDRONOR;179602;179602;False;True;False;;;;False;False;False;Descartável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
BRAHMA DUPLO MALTE 600ML;BRAHMA DUPLO MALTE 600ML;20329;20329;False;True;False;;8;27,6299991607666;False;False;False;Retornável;Produto Acabado;RGB - Piloto;;Brasil;True;7891149000142;;;;;;
NOSSA PERNAMBUCO GFA VD 300ML CX C/23;NOSSA PERNAMBUCO GFA VD 300ML CX C/23;18245;18245;False;True;False;;;13,899999618530273;False;False;False;Retornável;Produto Acabado;RGB - Piloto;;Brasil;True;7891149108206;;;;;;
CHOPP WALS PALE ALE BARRIL KEG 30L NPAL;CHOPP WALS PALE ALE BARRIL KEG 30L NPAL;15872;15872;False;True;False;;;45;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;7898622963109;;;;;;
KIT ATG GARRAFEIRA 1/1 ANTARCTICA AZUL VAZIA 4 LAS;KIT ATG GARRAFEIRA 1/1 ANTARCTICA AZUL VAZIA 4 LAS;90000322;90000322;False;True;False;;;1;False;False;False;Retornável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
COLORADO CAUIM ONE WAY 600ML CX C-12 ARTE;COLORADO CAUIM 600ML OW CX 12;14548;14548;False;True;False;;1;12;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;7898925943013;;;;;;
MIKES HARD LEMONADE PITAIA 269ML C/12;269ml MIKE PITÁIA;22091;22091;False;True;False;;;3,7799999713897705;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
CHOPP COLORADO FRANGO BARRIL KEG 30L NPAL;CHOPP COLORADO FRANGO BARRIL KEG 30L NPAL;16350;16350;False;True;False;;;45;False;False;False;Retornável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
Carrinho;Carrinho;245862;245862;False;True;False;;10;;False;False;False;Descartável;Chopeira;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CHOPP WALS FRESH BARRIL KEG 30L NPAL;CHWSFRES KEG30N;17290;17290;False;True;False;;;45;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
BULK GARRAFAS 635ML (Importada);BULK GARRAFAS 635ML (Importada);90000325;90000325;False;True;False;;;1;False;False;False;Retornável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
REFRIGERADORMETALFRIO/VN50RSTELLAARTOIS;REFRIGERADORMETALFRIO/VN50RSTELLAARTOIS;698036;698036;False;True;False;;;;False;False;False;Retornável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
REFRIGERADORSKOLDUPLO220W15733CHB-;REFRIGERADORSKOLDUPLO220W15733CHB-;118794;118794;False;True;False;;;;False;False;False;Descartável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
"COLORADO INDICA ONE WAY 600ML CX C-12 ";"COLORADO INDICA ONE WAY 600ML CX C-12 ";14552;14552;False;True;False;;1;12;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;17898925943034;;;;;;
BOHEMIA LATA 310ML CX C/6 MULTPACK 06;Multpack 310ml c/6 BOHEMIA;22819;22819;False;True;False;;;1,9800000190734863;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;;;;;;
REFRIGERADORANT.PILSENNORMAL PV220W1;REFRIGERADORANT.PILSENNORMAL PV220W1;118733;118733;False;True;False;;;;False;False;False;Retornável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
REFRIGERADORBRAHMAVISORDEVIDRONORMA;REFRIGERADORBRAHMAVISORDEVIDRONORMA;184415;184415;False;True;False;;;;False;False;False;Descartável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
Nao utilizar;Nao utilizar;1;11425;False;True;False;;;6,635000228881836;False;False;False;Descartável;AG;One Way - Piloto;;Brasil;True;;;;;;;
"MP  CDD  CDD Preresfriador Chopeira Padrao 110v  ";"MP  CDD  CDD Preresfriador Chopeira Padrao 110v   ";111142;111142;False;True;False;;10;;False;False;False;Descartável;SOPI;Ativo de Giro;;Brasil;False;;;;;;30;
BRAHMA EXTRA LAGER GFA VD 300ML CX C/23;BRAHMA EXTRA LAGER GFA VD 300ML CX C/23;17944;17944;False;True;False;;10;13,9;True;False;False;Retornável;Produto Acabado;RGB - Piloto;;Brasil;True;7891149107964;;;;;;
BRAHMA EXTRA WEISS BARRIL KEG 50L CERV;BRAHMA EXTRA WEISS BARRIL KEG 50L CERV;14697;14697;False;True;False;;10;63,5;False;False;False;Retornável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
PEPSI COLA LT 269ML SH C/15;PEPSI COLA LT 269ML SH C/15;14842;14842;False;True;False;;1;4,260000228881836;False;False;False;Descartável;Produto Acabado;Latas - Piloto;;Brasil;True;;B;;;;;
"CAIXA TERMICA POLIETILENO VERMELHA RETANGULAR 120X ";CAIXA TERMICA POLIETILENO VERMELHA RETANGULAR 120X;620076;620076;False;True;False;;10;;False;False;False;Retornável;Chopeira;Ativo de Giro;;Brasil;True;;;;;;;
POST MIXTORREPLUG ELETRIC220 V8 VALV;POST MIXTORREPLUG ELETRIC220 V8 VALV;191272;191272;False;True;False;;;;False;False;False;Retornável;Chopeira;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
GFA VIDRO 284ML  PEPSI COLA   ;GFA VIDRO 284ML  PEPSI COLA   ;29059;29059;False;True;False;;10;0;False;False;False;Descartável;AG;Ativo de Giro;;Brasil;True;;;;;;;
Gpo ENVASE MODELO AMBAR 12/355ML NR;Gpo ENVASE MODELO AMBAR 12/355ML NR;55013128;55013128;False;True;False;;;1;False;False;False;Retornável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CHOPP CORONA EXTRA BARRIL KEG 50L NPAL;CHCOREXT KEG50N;20301;20301;False;True;False;;;53,349998474121094;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
"AGUA M F DA ILHA C/G PVC 500ML CAIXA C/12.        ";"AGUA M F DA ILHA C/G PVC 500ML CAIXA C/12.        ";6905;6905;False;True;False;;10;6,5;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;7896468700322;;;;;;
MAQUINA DE GELOC0630 SCOTSMAN;MAQUINA DE GELOC0630 SCOTSMAN;250632;250632;False;True;False;;;;False;False;False;Retornável;Chopeira;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
"BRAHMA CHOPP ZERO GFA VD 300ML CX C/23            ";"BRAHMA CHOPP ZERO GFA VD 300ML CX C/23            ";13578;13578;False;True;False;;10;14,300000190734863;False;False;False;Retornável;Produto Acabado;RGB - Piloto;;Brasil;True;7891149105632;;;;;;
Refrigerador Fastlane;Refrigerador Fastlane;192086;192086;False;True;False;;;;False;False;False;Descartável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
REFRIGERADORBUDWEISERCAP 230L127/220V;REFRIGERADORBUDWEISERCAP 230L127/220V;647004;647004;False;True;False;;;;False;False;False;Descartável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CHOPP COLORADO EUGENIA BARRIL KEG 30L NPAL;CHCOEUG KEG30NP;16246;16246;False;True;False;;10;45;False;False;False;Retornável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
Gpo ENVASE MODELO ESPECIAL 12/355 ML CASTLLA(DR)NN;Gpo ENVASE MODELO ESPECIAL 12/355 ML CASTLLA(DR)NN;55013126;55013126;False;True;False;;;1;False;False;False;Retornável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
GOOSE ISLAND GREENLINE BARRIL KEG 29 3L;GOISGRE BAKEG29;16249;16249;False;True;False;;;45;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
GAS CARBONICO BRAHMA POST-MIX CILINDRO 6 KG;CO2 BR PTM CIL6;25;25;False;True;False;;10;1;False;False;False;Descartável;Insumo;Insumos;;Brasil;False;;;;;;30;
CHOPP WALS BERLINER BARRIL KEG 30L NPAL;CHWSBER KEG30NP;17982;17982;False;True;False;;;45;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
CAIXA TERMPEADVMRET120X65X88MM;CAIXA TERMPEADVMRET120X65X88MM;620075;620075;False;True;False;;;;False;False;False;Retornável;Chopeira;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
REFRIGERADORSKOLNORMAL110W9642CHB-;REFRIGERADORSKOLNORMAL110W9642CHB-;118784;118784;False;True;False;;10;;False;False;False;Descartável;SOPI;Ativo de Giro;;Brasil;True;;;;;;;
"VISA-COOLER HUSSMANN 110W  ";"VISA-COOLER HUSSMANN 110W  ";128491;128491;False;True;False;;0;0;False;False;False;Descartável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
TRITON 700 REMOTETRITON 700 REMOTE FAHZ;TRITON 700 REMOTETRITON 700 REMOTE FAHZ;224582;224582;False;True;False;;;;False;False;False;Retornável;Chopeira;Marketplace - Piloto;;Brasil;True;;;;;;;
ANTARCTICA PILSEN GFA VD 300ML CX C/23 PRECIFICADA 1 99;ANTARCTICA PILSEN GFA VD 300ML CX C/23 PRECIFICADA;14514;14514;False;True;False;;10;13,59000015258789;False;False;False;Retornável;Produto Acabado;Classe Bebidas Ambev;;Brasil;True;;;;;;;
PATAGONIA WEISSE BARRIL KEG 20L NPAL;PAT WEI KEG20LN;17577;17577;False;True;False;;;21,34000015258789;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
KIT ATG LATA VAZIA;KIT ATG LATA VAZIA;90000320;90000320;False;True;False;;;1;False;False;False;Retornável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CHOPP WALS SESSION BARRIL KEG 30L NPAL;CHOPP WALS SESSION BARRIL KEG 30L NPAL;15884;15884;False;True;False;;;45;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;7898622963147;;;;;;
MP CDD CDDPEPSIPost MixJUMBO;MP CDD CDDPEPSIPost MixJUMBO;111096;111096;False;True;False;;;;False;False;False;Descartável;Chopeira;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
SUKITA TUBAINA PET 2L SHRINK C/6;"SUKITA TUBAINA PET 2L ";23163;23163;False;True;False;;;12,789999961853027;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;;;;;;;
"BOLACHA CHOPP BRAHMA 930X930 MM ";"BOLACHA CHOPP BRAHMA 930X930 MM                   ";100119;100119;False;True;False;;10;;False;False;False;Descartável;Almoxarifado/EPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
"CHOPP COLORADO CAUIM 016 BARRIL KEG 50L NPAL ";"CHOPP COLORADO CAUIM 016 BARRIL KEG 50L NPAL      ";15343;15343;False;True;False;;10;63,5;False;False;False;Retornável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
"Chopeira Antartica ";"Chopeira Antartica ";129615;129615;False;True;False;;;;False;False;False;Retornável;Chopeira;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
REFRIGERADOR BRAHMA CHOPP SAARA NORMAL P;REFRIGERADOR BRAHMA CHOPP SAARA NORMAL P;162249;162249;False;True;False;;0;0;False;False;False;Descartável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
Visa Fastlane Guarana 110Vgo60Hz;Visa Fastlane Guarana 110Vgo60Hz;256872;256872;False;True;False;;;;False;False;False;Retornável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
TORREBACK LIGHT 2323;TORREBACK LIGHT 2323;250341;250341;False;True;False;;;;False;False;False;Descartável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
"FUSION PET 1L SH C/06                             ";"FUSION PET 1L SH C/06                     ";13486;13486;False;True;False;;1;6,5;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;7891991011815;;;;;;
CHOPP COLORADO DEIMOSELLE BARRIL 30L;CHOPP COLORADO DEIMOSELLE BARRIL KEG 30L;15323;15323;False;True;False;;10;45;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
BOHEMIA IMPERIAL BARRIL KEG 50L;BOH IMP KEG50;12735;12735;False;True;False;;;53,349998474121094;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
GONDOLAA CALT 2200MMPROF 745MM;GONDOLAA CALT 2200MMPROF 745MM;648312;648312;False;True;False;;;;False;False;False;Descartável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
BULK 1624 GARRAFAS 635ML;BULK 1624 GARRAFAS 635ML;90000424;90000424;False;True;False;;;1;False;False;False;Retornável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
"BRAHMA CHOPP ZERO LN 355ML SIXPACK CX CART C/04   ";"BRAHMA CHOPP ZERO LN 355ML  CX CART C/04   ";12951;12951;False;True;False;;1;14,079999923706055;False;False;False;Descartável;Produto Acabado;Long Neck - Piloto;;Brasil;True;7891149104970;C;;;;;
Refrigerador Porta Cega MiniCHB-RC-;Refrigerador Porta Cega MiniCHB-RC-;118725;118725;False;True;False;;;;False;False;False;Retornável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
"PEPSI COLA 284ML GFA                 ";PEPSI 284ML REFRI 1/2;909;909;False;True;False;;1;19;False;False;False;Retornável;Produto Acabado;RGB - Piloto;;Brasil;True;;C;;;;;
PRE RESFRIADORMODVERTICAL 3VIAS-H160P;PRE RESFRIADORMODVERTICAL 3VIAS-H160P;224793;224793;True;True;False;;;;False;False;False;Descartável;Chopeira;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
POLAR PILSEN 600ML GFA;"POLAR PILSEN 600ML        ";2547;2547;False;True;False;;10;28;False;False;False;Retornável;Produto Acabado;RGB - Piloto;;Brasil;True;1;;;;;;
"SKOL ONE WAY 300ML PAPELÃO CX12            ";"SKOL ONE WAY 300ML PAPELÃO CX12        ";11518;11518;False;True;False;;1;6,570000171661377;False;False;False;Descartável;Produto Acabado;One Way - Piloto;;Brasil;True;7891149104352;;;;;;
CAIXA GELODA ACO INOX COM 3 SERPENTINA;CAIXA GELODA ACO INOX COM 3 SERPENTINA;135382;135382;False;True;False;;;;False;False;False;Descartável;Chopeira;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
"SKOL GFA VD 1L 3 19        ";"SKOL GFA VD 1L 3 19        ";1391;1391;False;True;False;;10;23,399999618530273;False;False;False;Retornável;AG;RGB - Piloto;;Brasil;True;;;;;;;
BULK VR 1106 GARRAFAS LITRÃO;BULK VR 1106 GARRAFAS LITRÃO;90000409;90000409;False;True;False;;;1;False;False;False;Retornável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
Gpo ENVASE MODELO AMBAR DIV 12/355 NRNN;Gpo ENVASE MODELO AMBAR DIV 12/355 NRNN;55013202;55013202;False;True;False;;;1;False;False;False;Retornável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
BUDWEISER 600ML GFA;BUDWEISER 600ML;2548;2548;False;True;False;;1;25,899999618530273;False;False;False;Retornável;Produto Acabado;RGB - Piloto;;Brasil;True;7891991010870;C;;;;;
NINHO INTEGRAL 1L CX12;NINHO INTEGRAL 1L CX12;23064;23064;False;True;False;150;;12,960000038146973;False;False;False;Descartável;Produto Acabado;Alimentos - Piloto;;Brasil;True;17898215157400;;;;;;
SKOL GFA 1L ONE WAY DESCARTAVEL;SKOL GFA 1L ONE WAY DESCARTAVEL;11330;11330;False;True;False;;10;20,399999618530273;False;False;False;Retornável;Produto Acabado;One Way - Piloto;;Brasil;True;;;;;;;
BULK VR 1624 GARRAFAS 635ML;BULK VR 1624 GARRAFAS 635ML;90000415;90000415;False;True;False;;10;;False;False;False;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
Gpo ENVASE CORONA AMBAR 24/355 ML GRAB;Gpo ENVASE CORONA AMBAR 24/355 ML GRAB;55000019;55000019;False;True;False;;;1;False;False;False;Retornável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
PALETE MADEIRA  0 80 M  1 20 M  0 16 M   .;PALETE CHP;101466;101466;False;False;False;;10;;True;False;True;Retornável;AG;Ativo de Giro;;Brasil;True;;;;;;;
AGUA M F DA ILHA S/G PET 500ML CX C-12 PREMIUM;"AGUA M F DA ILHA S/G PET 500ML CX C-12 PREMIUM    ";15414;15414;False;True;False;;10;6,630000114440918;False;False;False;Descartável;Produto Acabado;PET - Piloto;;Brasil;True;7896468700575;;;;;;
REFRIGERADORBRASILFASTLANE GA220W403;REFRIGERADORBRASILFASTLANE GA220W403;202716;202716;False;True;False;;;;False;False;False;Descartável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
"REFRIGERADOR HORIZONTAL 3TAPA TECOVEN  ";"REFRIGERADOR HORIZONTAL 3TAPA TECOVEN  ";128490;128490;False;True;False;;0;0;False;False;False;Descartável;AG;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
EQ. SUPERMIX 6V;EQ. SUPERMIX 6V;262691;262691;False;True;False;;;;False;False;False;Retornável;Chopeira;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
FREEZERHORIZONTAL TODOS OS MODELOS;FREEZERHORIZONTAL TODOS OS MODELOS;118805;118805;False;True;False;;;;False;False;False;Descartável;SOPI;"'- SEM INFORMAÇÕES -";;Brasil;True;;;;;;;
CHOPP COLORADO LAGER BARRIL KEG 30L NPAL;CHOPP COLORADO LAGER BARRIL KEG 30L NPAL;19520;19520;False;True;False;;;38,5;False;False;False;Descartável;Produto Acabado;Barril - Piloto;;Brasil;True;;;;;;;
